,ticker,name,sectors,industry
1448,SHILPAMED,Shilpa Medicare Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1449,SHIVALIK,N/A,N/A,N/A
1450,SHIVAMAUTO,Shivam Autotech Limited,Consumer Cyclical,Auto Parts
1451,SHIVAMILLS,Shiva Mills Limited,Consumer Cyclical,Textile Manufacturing
1452,SHIVATEX,Shiva Texyarn Limited,Consumer Cyclical,Textile Manufacturing
1453,SHK,S H Kelkar and Company Limited,Consumer Defensive,Household & Personal Products
1454,SHOPERSTOP,Shoppers Stop Limited,Consumer Cyclical,Department Stores
1455,SHRADHA,Shradha Infraprojects Limited,Real Estate,Real Estate Services
1456,SHREDIGCEM,Shree Digvijay Cement Company Ltd.,Basic Materials,Building Materials
1457,SHREECEM,Shree Cement Limited,Basic Materials,Building Materials
1458,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials,Specialty Chemicals
1459,SHREERAMA,Shree Rama Multi-Tech Limited,Consumer Cyclical,Packaging & Containers
1460,SHRENIK,Shrenik Limited,Basic Materials,Paper & Paper Products
1461,SHREYANIND,Shreyans Industries Limited,Basic Materials,Paper & Paper Products
1462,SHREYAS,Shreyas Shipping and Logistics Limited,Industrials,Marine Shipping
1463,SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Cyclical,Auto Parts
1464,SHRIRAMCIT,Shriram City Union Finance Limited,Financial Services,Credit Services
1465,SHRIRAMPPS,Shriram Properties Limited,Real Estate,Real Estate—Development
1466,SHYAMCENT,Shyam Century Ferrous Limited,Basic Materials,Steel
1467,SHYAMMETL,Shyam Metalics and Energy Limited,Basic Materials,Steel
1468,SHYAMTEL,Shyam Telecom Limited,Technology,Communication Equipment
1469,SIEMENS,Siemens Limited,Industrials,Specialty Industrial Machinery
1470,SIGACHI,Sigachi Industries Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1471,SIGIND,Signet Industries Limited,Basic Materials,Specialty Chemicals
1472,SIKKO,Sikko Industries Limited,Basic Materials,Agricultural Inputs
1473,SIL,Standard Industries Limited,Consumer Cyclical,Textile Manufacturing
1474,SILGO,Silgo Retail Limited,Consumer Cyclical,Luxury Goods
1475,SILINV,SIL Investments Limited,Financial Services,Asset Management
1476,SILLYMONKS,Silly Monks Entertainment Limited,Communication Services,Entertainment
1477,SILVERTUC,Silver Touch Technologies Limited,Technology,Information Technology Services
1478,SIMBHALS,Simbhaoli Sugars Limited,Consumer Defensive,Confectioners
1479,SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Engineering & Construction
1480,SINTERCOM,Sintercom India Limited,Consumer Cyclical,Auto Parts
1481,SIRCA,Sirca Paints India Limited,Basic Materials,Specialty Chemicals
1482,SIS,SIS Limited,Industrials,Security & Protection Services
1483,SITINET,SITI Networks Limited,Communication Services,Entertainment
1484,SIYSIL,Siyaram Silk Mills Limited,Consumer Cyclical,Textile Manufacturing
1485,SJS,S.J.S. Enterprises Limited,Consumer Cyclical,Auto Parts
1486,SJVN,SJVN Limited,Utilities,Utilities—Renewable
1487,SKFINDIA,SKF India Limited,Industrials,Tools & Accessories
1488,SKIPPER,Skipper Limited,Industrials,Engineering & Construction
1489,SKMEGGPROD,SKM Egg Products Export (India) Limited,Consumer Defensive,Packaged Foods
1490,SMARTLINK,Smartlink Holdings Limited,Technology,Communication Equipment
1491,SMCGLOBAL,SMC Global Securities Limited,Financial Services,Capital Markets
1492,SMLISUZU,SML Isuzu Limited,Consumer Cyclical,Auto Manufacturers
1493,SMLT,Sarthak Metals Limited,Industrials,Metal Fabrication
1494,SMSLIFE,SMS Lifesciences India Limited,Healthcare,Biotechnology
1495,SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Drug Manufacturers—General
1496,SNOWMAN,Snowman Logistics Limited,Industrials,Integrated Freight & Logistics
1497,SOBHA,Sobha Limited,Real Estate,Real Estate—Development
1498,SOFTTECH,SoftTech Engineers Limited,Technology,Software—Application
1499,SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1500,SOLARINDS,Solar Industries India Limited,Basic Materials,Specialty Chemicals
1501,SOMANYCERA,Somany Ceramics Limited,Industrials,Building Products & Equipment
1502,SOMATEX,Soma Textiles & Industries Limited,Consumer Cyclical,Textile Manufacturing
1503,SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Specialty Industrial Machinery
1504,SONACOMS,Sona BLW Precision Forgings Limited,Consumer Cyclical,Auto Parts
1505,SONAMCLOCK,Sonam Clock Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1506,SONATSOFTW,Sonata Software Limited,Technology,Information Technology Services
1507,SOTL,Savita Oil Technologies Limited,Basic Materials,Specialty Chemicals
1508,SOUTHBANK,The South Indian Bank Limited,Financial Services,Banks—Regional
1509,SOUTHWEST,South West Pinnacle Exploration Limited,Energy,Oil & Gas Equipment & Services
1510,SPAL,S.P. Apparels Limited,Consumer Cyclical,Apparel Manufacturing
1511,SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Credit Services
1512,SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1513,SPCENET,Spacenet Enterprises India Limited,Financial Services,Capital Markets
1514,SPECIALITY,Speciality Restaurants Limited,Consumer Cyclical,Restaurants
1515,SPENCERS,Spencer's Retail Limited,Consumer Cyclical,Department Stores
1516,SPENTEX,CLC Industries Limited,Consumer Cyclical,Textile Manufacturing
1517,SPIC,Southern Petrochemical Industries Corporation Limited,Basic Materials,Agricultural Inputs
1518,SPICEJET,SpiceJet Limited,Industrials,Airlines
1519,SPLIL,SPL Industries Limited,Consumer Cyclical,Apparel Manufacturing
1520,SPLPETRO,Supreme Petrochem Limited,Basic Materials,Chemicals
1521,SPMLINFRA,SPML Infra Limited,Industrials,Engineering & Construction
1522,SPORTKING,Sportking India Limited,Consumer Cyclical,Textile Manufacturing
1523,SPTL,Sintex Plastics Technology Limited,Consumer Cyclical,Auto Parts
1524,SREEL,Sreeleathers Limited,Consumer Cyclical,Footwear & Accessories
1525,SREINFRA,Srei Infrastructure Finance Limited,Financial Services,Credit Services
1526,SRF,SRF Limited,Basic Materials,Specialty Chemicals
1527,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Basic Materials,Chemicals
1528,SRPL,Shree Ram Proteins Limited,Consumer Defensive,Farm Products
1529,SRTRANSFIN,Shriram Transport Finance Company Limited,Financial Services,Credit Services
1530,SSWL,Steel Strips Wheels Limited,Consumer Cyclical,Auto Parts
1531,STAR,Strides Pharma Science Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1532,STARCEMENT,Star Cement Limited,Basic Materials,Building Materials
1533,STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Insurance—Diversified
1534,STARPAPER,Star Paper Mills Limited,Basic Materials,Paper & Paper Products
1535,STARTECK,Starteck Finance Limited,Financial Services,Credit Services
1536,STCINDIA,The State Trading Corporation of India Ltd.,Industrials,Conglomerates
1537,STEELCAS,Steelcast Limited,Basic Materials,Steel
1538,STEELCITY,Steel City Securities Limited,Financial Services,Capital Markets
1539,STEELXIND,Steel Exchange India Limited,Basic Materials,Steel
1540,STEL,STEL Holdings Limited,Consumer Defensive,Farm Products
1541,STERTOOLS,Sterling Tools Limited,Industrials,Tools & Accessories
1542,STLTECH,Sterlite Technologies Limited,Technology,Communication Equipment
1543,STOVEKRAFT,Stove Kraft Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1544,STYLAMIND,Stylam Industries Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1545,SUBCAPCITY,N/A,N/A,N/A
1546,SUBEXLTD,Subex Limited,Technology,Software—Application
1547,SUBROS,Subros Limited,Consumer Cyclical,Auto Parts
1548,SUDARSCHEM,Sudarshan Chemical Industries Limited,Basic Materials,Specialty Chemicals
1549,SUMEETINDS,Sumeet Industries Limited,Consumer Cyclical,Textile Manufacturing
1550,SUMICHEM,Sumitomo Chemical India Limited,Basic Materials,Agricultural Inputs
1551,SUMIT,Sumit Woods Limited,Real Estate,Real Estate—Development
1552,SUMMITSEC,Summit Securities Limited,Financial Services,Capital Markets
1553,SUNCLAYLTD,Sundaram-Clayton Limited,Consumer Cyclical,Auto Parts
1554,SUNDARAM,Sundaram Multi Pap Limited,Basic Materials,Paper & Paper Products
1555,SUNDARMFIN,Sundaram Finance Limited,Financial Services,Credit Services
1556,SUNDARMHLD,Sundaram Finance Holdings Limited,Industrials,Specialty Business Services
1557,SUNDRMBRAK,Sundaram Brake Linings Limited,Consumer Cyclical,Auto Parts
1558,SUNDRMFAST,Sundram Fasteners Limited,Consumer Cyclical,Auto Parts
1559,SUNFLAG,Sunflag Iron and Steel Company Limited,Basic Materials,Steel
1560,SUNPHARMA,Sun Pharmaceutical Industries Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1561,SUNTECK,Sunteck Realty Limited,Real Estate,Real Estate—Development
1562,SUNTV,Sun TV Network Limited,Communication Services,Broadcasting
1563,SUPERHOUSE,Superhouse Limited,Consumer Cyclical,Footwear & Accessories
1564,SUPERSPIN,Super Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing
1565,SUPRAJIT,Suprajit Engineering Limited,Consumer Cyclical,Auto Parts
1566,SUPREMEENG,Supreme Engineering Limited,Basic Materials,Steel
1567,SUPREMEIND,The Supreme Industries Limited,Industrials,Building Products & Equipment
1568,SUPREMEINF,Supreme Infrastructure India Limited,Industrials,Engineering & Construction
1569,SUPRIYA,Supriya Lifescience Limited,Healthcare,Biotechnology
1570,SURANASOL,Surana Solar Limited,Technology,Solar
1571,SURANAT&P,Surana Telecom and Power Limited,Utilities,Utilities—Independent Power Producers
1572,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing
1573,SURYAROSNI,Surya Roshni Limited,Basic Materials,Steel
1574,SURYODAY,Suryoday Small Finance Bank Limited,Financial Services,Banks—Regional
1575,SUTLEJTEX,Sutlej Textiles and Industries Limited,Consumer Cyclical,Textile Manufacturing
1576,SUULD,Suumaya Industries Limited,Consumer Cyclical,Apparel Retail
1577,SUVEN,Suven Life Sciences Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1578,SUVENPHAR,Suven Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1579,SUVIDHAA,Suvidhaa Infoserve Limited,Technology,Information Technology Services
1580,SUZLON,Suzlon Energy Limited,Industrials,Specialty Industrial Machinery
1581,SVPGLOB,SVP Global Textiles Limited,Consumer Cyclical,Textile Manufacturing
1582,SWANENERGY,Swan Energy Limited,Consumer Cyclical,Textile Manufacturing
1583,SWARAJENG,Swaraj Engines Limited,Consumer Cyclical,Auto Parts
1584,SWELECTES,Swelect Energy Systems Limited,Technology,Solar
1585,SWSOLAR,Sterling and Wilson Renewable Energy Limited,Technology,Solar
1586,SYMPHONY,Symphony Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1587,SYNGENE,Syngene International Limited,Healthcare,Biotechnology
1588,SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components
1589,TAINWALCHM,Tainwala Chemicals and Plastics (India) Limited,Basic Materials,Specialty Chemicals
1590,TAJGVK,TAJGVK Hotels & Resorts Limited,Consumer Cyclical,Lodging
1591,TAKE,TAKE Solutions Limited,Healthcare,Biotechnology
1592,TALBROAUTO,Talbros Automotive Components Limited,Consumer Cyclical,Auto Parts
1593,TANLA,Tanla Platforms Limited,Technology,Software—Application
1594,TANTIACONS,Tantia Constructions Limited,Industrials,Engineering & Construction
1595,TARAPUR,Tarapur Transformers Limited,Industrials,Specialty Industrial Machinery
1596,TARC,TARC Limited,Real Estate,Real Estate—Development
1597,TARMAT,Tarmat Limited,Industrials,Engineering & Construction
1598,TARSONS,Tarsons Products Limited,Healthcare,Medical Instruments & Supplies
1599,TASTYBITE,Tasty Bite Eatables Limited,Consumer Defensive,Packaged Foods
1600,TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals
1601,TATACOFFEE,Tata Coffee Limited,Consumer Defensive,Packaged Foods
1602,TATACOMM,Tata Communications Limited,Communication Services,Telecom Services
1603,TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods
1604,TATAELXSI,Tata Elxsi Limited,Technology,Software—Application
1605,TATAINVEST,Tata Investment Corporation Limited,Financial Services,Capital Markets
1606,TATAMETALI,Tata Metaliks Limited,Basic Materials,Steel
1607,TATAMOTORS,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers
1608,TATAMTRDVR,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers
1609,TATAPOWER,The Tata Power Company Limited,Utilities,Utilities—Independent Power Producers
1610,TATASTEEL,Tata Steel Limited,Basic Materials,Steel
1611,TATASTLLP,Tata Steel Long Products Limited,Basic Materials,Steel
1612,TATVA,Tatva Chintan Pharma Chem Limited,Basic Materials,Specialty Chemicals
1613,TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Cyclical,Luxury Goods
1614,TCI,Transport Corporation of India Limited,Industrials,Integrated Freight & Logistics
1615,TCIDEVELOP,TCI Developers Limited,Real Estate,Real Estate Services
1616,TCIEXP,TCI Express Limited,Industrials,Integrated Freight & Logistics
1617,TCNSBRANDS,TCNS Clothing Co. Limited,Consumer Cyclical,Apparel Manufacturing
1618,TCPLPACK,TCPL Packaging Limited,Consumer Cyclical,Packaging & Containers
1619,TCS,Tata Consultancy Services Limited,Technology,Information Technology Services
1620,TDPOWERSYS,TD Power Systems Limited,Industrials,Specialty Industrial Machinery
1621,TEAMLEASE,TeamLease Services Limited,Industrials,Staffing & Employment Services
1622,TECHIN,Techindia Nirman Limited,Real Estate,Real Estate—Development
1623,TECHM,Tech Mahindra Limited,Technology,Information Technology Services
1624,TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction
1625,TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery
1626,TEJASNET,Tejas Networks Limited,Technology,Communication Equipment
1627,TEMBO,Tembo Global Industries Limited,Industrials,Metal Fabrication
1628,TERASOFT,Tera Software Limited,Technology,Information Technology Services
1629,TEXINFRA,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services
1630,TEXMOPIPES,Texmo Pipes and Products Limited,Industrials,Building Products & Equipment
1631,TEXRAIL,Texmaco Rail & Engineering Limited,Industrials,Specialty Industrial Machinery
1632,TFCILTD,Tourism Finance Corporation of India Limited,Financial Services,Credit Services
1633,TFL,Transwarranty Finance Limited,Financial Services,Mortgage Finance
1634,TGBHOTELS,TGB Banquets and Hotels Limited,Consumer Cyclical,Lodging
1635,THANGAMAYL,Thangamayil Jewellery Limited,Consumer Cyclical,Luxury Goods
1636,THEINVEST,The Investment Trust of India Limited,Financial Services,Capital Markets
1637,THEMISMED,Themis Medicare Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1638,THERMAX,Thermax Limited,Industrials,Specialty Industrial Machinery
1639,THOMASCOOK,Thomas Cook (India) Limited,Consumer Cyclical,Travel Services
1640,THOMASCOTT,Thomas Scott (India) Limited,Consumer Cyclical,Textile Manufacturing
1641,THYROCARE,Thyrocare Technologies Limited,Healthcare,Diagnostics & Research
1642,TI,Tilaknagar Industries Ltd.,Consumer Defensive,Beverages—Wineries & Distilleries
1643,TIDEWATER,Tide Water Oil Co. (India) Limited,Basic Materials,Specialty Chemicals
1644,TIIL,Technocraft Industries (India) Limited,Industrials,Tools & Accessories
1645,TIINDIA,Tube Investments of India Limited,Consumer Cyclical,Auto Parts
1646,TIJARIA,Tijaria Polypipes Limited,Industrials,Building Products & Equipment
1647,TIL,TIL Limited,Industrials,Farm & Heavy Construction Machinery
1648,TIMESGTY,Times Guaranty Limited,Financial Services,Asset Management
1649,TIMETECHNO,Time Technoplast Limited,Consumer Cyclical,Packaging & Containers
1650,TIMKEN,Timken India Limited,Industrials,Tools & Accessories
1651,TINPLATE,The Tinplate Company of India Limited,Basic Materials,Steel
1652,TIPSINDLTD,Tips Industries Limited,Communication Services,Entertainment
1653,TIRUMALCHM,Thirumalai Chemicals Limited,Basic Materials,Specialty Chemicals
1654,TIRUPATIFL,Tirupati Forge Limited,Industrials,Metal Fabrication
1655,TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods
1656,TNPETRO,Tamilnadu Petroproducts Limited,Basic Materials,Specialty Chemicals
1657,TNPL,Tamil Nadu Newsprint and Papers Limited,Basic Materials,Paper & Paper Products
1658,TNTELE,Tamilnadu Telecommunications Limited,Technology,Communication Equipment
1659,TOKYOPLAST,Tokyo Plast International Limited,Consumer Cyclical,Packaging & Containers
1660,TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1661,TORNTPOWER,Torrent Power Limited,Utilities,Utilities—Independent Power Producers
1662,TOTAL,Total Transport Systems Limited,Industrials,Integrated Freight & Logistics
1663,TOUCHWOOD,Touchwood Entertainment Limited,Communication Services,Advertising Agencies
1664,TPLPLASTEH,N/A,N/A,N/A
1665,TREEHOUSE,Tree House Education & Accessories Limited,Consumer Defensive,Education & Training Services
1666,TREJHARA,Trejhara Solutions Limited,Technology,Software—Application
1667,TRENT,Trent Limited,Consumer Cyclical,Apparel Retail
1668,TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing
1669,TRIGYN,Trigyn Technologies Limited,Technology,Information Technology Services
1670,TRIL,Transformers and Rectifiers (India) Limited,Industrials,Electrical Equipment & Parts
1671,TRITURBINE,Triveni Turbine Limited,Industrials,Specialty Industrial Machinery
1672,TRIVENI,Triveni Engineering & Industries Limited,Consumer Defensive,Confectioners
1673,TRU,N/A,N/A,N/A
1674,TTKHLTCARE,TTK Healthcare Limited,Healthcare,Drug Manufacturers—General
1675,TTKPRESTIG,TTK Prestige Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1676,TTL,T.T. Limited,Consumer Cyclical,Textile Manufacturing
1677,TTML,Tata Teleservices (Maharashtra) Limited,Communication Services,Telecom Services
1678,TV18BRDCST,TV18 Broadcast Limited,Communication Services,Broadcasting
1679,TVSELECT,TVS Electronics Limited,Technology,Computer Hardware
1680,TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers
1681,TVSSRICHAK,TVS Srichakra Limited,Consumer Cyclical,Auto Parts
1682,TVTODAY,T.V. Today Network Limited,Communication Services,Broadcasting
1683,TVVISION,TV Vision Limited,Communication Services,Broadcasting
1684,TWL,Titagarh Wagons Limited,Industrials,Railroads
1685,UBL,United Breweries Limited,Consumer Defensive,Beverages—Brewers
1686,UCALFUEL,Ucal Fuel Systems Limited,Consumer Cyclical,Auto Parts
1687,UCOBANK,UCO Bank,Financial Services,Banks—Regional
1688,UDAICEMENT,Udaipur Cement Works Limited,Basic Materials,Building Materials
1689,UFLEX,Uflex Limited,Consumer Cyclical,Packaging & Containers
1690,UFO,UFO Moviez India Limited,Communication Services,Entertainment
1691,UGARSUGAR,The Ugar Sugar Works Limited,Consumer Defensive,Confectioners
1692,UGROCAP,UGRO Capital Limited,Financial Services,Credit Services
1693,UJAAS,Ujaas Energy Limited,Technology,Solar
1694,UJJIVAN,Ujjivan Financial Services Limited,Financial Services,Credit Services
1695,UJJIVANSFB,Ujjivan Small Finance Bank Limited,Financial Services,Banks—Regional
1696,ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials
1697,UMAEXPORTS,Uma Exports Limited,Consumer Defensive,Farm Products
1698,UMANGDAIRY,Umang Dairies Limited,Consumer Defensive,Packaged Foods
1699,UMESLTD,Usha Martin Education & Solutions Limited,Consumer Defensive,Education & Training Services
1700,UNICHEMLAB,Unichem Laboratories Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1701,UNIDT,United Drilling Tools Limited,Energy,Oil & Gas Equipment & Services
1702,UNIENTER,Uniphos Enterprises Limited,Basic Materials,Chemicals
1703,UNIINFO,Uniinfo Telecom Services Limited,Communication Services,Telecom Services
1704,UNIONBANK,Union Bank of India,Financial Services,Banks—Regional
1705,UNITECH,Unitech Limited,Real Estate,Real Estate—Diversified
1706,UNITEDPOLY,United Polyfab Gujarat Limited,Consumer Cyclical,Textile Manufacturing
1707,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Consumer Defensive,Farm Products
1708,UNIVASTU,Univastu India Limited,Industrials,Engineering & Construction
1709,UNIVCABLES,Universal Cables Limited,Industrials,Electrical Equipment & Parts
1710,UNIVPHOTO,Universus Photo Imagings Limited,Healthcare,Medical Devices
1711,UNOMINDA,UNO Minda Limited,Consumer Cyclical,Auto Parts
1712,UPL,UPL Limited,Basic Materials,Agricultural Inputs
1713,URJA,Urja Global Limited,Technology,Solar
1714,USHAMART,Usha Martin Limited,Basic Materials,Steel
1715,UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management
1716,UTTAMSTL,Uttam Galva Steels Limited,Basic Materials,Steel
1717,UTTAMSUGAR,Uttam Sugar Mills Limited,Consumer Defensive,Confectioners
1718,V2RETAIL,V2 Retail Limited,Consumer Cyclical,Apparel Retail
1719,VADILALIND,Vadilal Industries Limited,Consumer Defensive,Packaged Foods
1720,VAIBHAVGBL,Vaibhav Global Limited,Consumer Cyclical,Luxury Goods
1721,VAISHALI,Vaishali Pharma Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1722,VAKRANGEE,Vakrangee Limited,Technology,Information Technology Services
1723,VALIANTORG,Valiant Organics Limited,Basic Materials,Chemicals
1724,VARDHACRLC,Vardhman Acrylics Limited,Consumer Cyclical,Textile Manufacturing
1725,VARDMNPOLY,Vardhman Polytex Limited,Consumer Cyclical,Textile Manufacturing
1726,VARROC,Varroc Engineering Limited,Consumer Cyclical,Auto Parts
1727,VASCONEQ,Vascon Engineers Limited,Industrials,Engineering & Construction
1728,VASWANI,Vaswani Industries Limited,Basic Materials,Steel
1729,VBL,Varun Beverages Limited,Consumer Defensive,Beverages—Non-Alcoholic
1730,VCL,Vaxtex Cotfab Limited,Consumer Cyclical,Textile Manufacturing
1731,VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining
1732,VENKEYS,Venky's (India) Limited,Consumer Defensive,Farm Products
1733,VENUSPIPES,Venus Pipes and Tubes Limited,Basic Materials,Steel
1734,VENUSREM,Venus Remedies Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1735,VERANDA,Veranda Learning Solutions Limited,Consumer Defensive,Education & Training Services
1736,VERTOZ,Vertoz Advertising Limited,Communication Services,Advertising Agencies
1737,VESUVIUS,Vesuvius India Limited,Industrials,Specialty Industrial Machinery
1738,VETO,Veto Switchgears and Cables Limited,Industrials,Electrical Equipment & Parts
1739,VGUARD,V-Guard Industries Limited,Industrials,Electrical Equipment & Parts
1740,VHL,Vardhman Holdings Limited,Financial Services,Credit Services
1741,VICEROY,Viceroy Hotels Limited,Consumer Cyclical,Lodging
1742,VIDHIING,Vidhi Specialty Food Ingredients Limited,Basic Materials,Specialty Chemicals
1743,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research
1744,VIJIFIN,Viji Finance Limited,Financial Services,Credit Services
1745,VIKASECO,Vikas EcoTech Limited,Basic Materials,Specialty Chemicals
1746,VIKASLIFE,Vikas Lifecare Limited,Basic Materials,Specialty Chemicals
1747,VIKASPROP,Vikas Proppant & Granite Limited,Basic Materials,Agricultural Inputs
1748,VIKASWSP,Vikas WSP Limited,Basic Materials,Specialty Chemicals
1749,VIMTALABS,Vimta Labs Limited,Healthcare,Diagnostics & Research
1750,VINATIORGA,Vinati Organics Limited,Basic Materials,Specialty Chemicals
1751,VINDHYATEL,Vindhya Telelinks Limited,Industrials,Engineering & Construction
1752,VINEETLAB,Vineet Laboratories Limited,Basic Materials,Chemicals
1753,VINYLINDIA,Vinyl Chemicals (India) Limited,Basic Materials,Specialty Chemicals
1754,VIPCLOTHNG,VIP Clothing Limited,Consumer Cyclical,Apparel Manufacturing
1755,VIPIND,V.I.P. Industries Limited,Consumer Cyclical,Footwear & Accessories
1756,VIPULLTD,Vipul Limited,Real Estate,Real Estate—Diversified
1757,VISAKAIND,Visaka Industries Limited,Industrials,Building Products & Equipment
1758,VISASTEEL,VISA Steel Limited,Basic Materials,Steel
1759,VISESHINFO,MPS Infotecnics Limited,Technology,Information Technology Services
1760,VISHAL,Vishal Fabrics Limited,Consumer Cyclical,Textile Manufacturing
1761,VISHNU,Vishnu Chemicals Limited,Basic Materials,Specialty Chemicals
1762,VISHWARAJ,Vishwaraj Sugar Industries Limited,Consumer Defensive,Confectioners
1763,VIVIDHA,Visagar Polytex Limited,Consumer Cyclical,Textile Manufacturing
1764,VIVIMEDLAB,Vivimed Labs Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1765,VLSFINANCE,VLS Finance Limited,Financial Services,Capital Markets
1766,VMART,V-Mart Retail Limited,Consumer Cyclical,Department Stores
1767,VOLTAMP,Voltamp Transformers Limited,Industrials,Electrical Equipment & Parts
1768,VOLTAS,Voltas Limited,Industrials,Specialty Industrial Machinery
1769,VRLLOG,VRL Logistics Limited,Industrials,Trucking
1770,VSSL,Vardhman Special Steels Limited,Basic Materials,Steel
1771,VSTIND,VST Industries Limited,Consumer Defensive,Tobacco
1772,VSTTILLERS,V.S.T. Tillers Tractors Limited,Industrials,Farm & Heavy Construction Machinery
1773,VTL,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing
1774,WABAG,VA Tech Wabag Limited,Industrials,Waste Management
1775,WALCHANNAG,Walchandnagar Industries Limited,Industrials,Engineering & Construction
1776,WANBURY,Wanbury Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1777,WATERBASE,The Waterbase Limited,Consumer Defensive,Packaged Foods
1778,WEALTH,Wealth First Portfolio Managers Limited,Financial Services,Capital Markets
1779,WEBELSOLAR,Websol Energy System Limited,Technology,Solar
1780,WEIZMANIND,Weizmann Limited,Consumer Cyclical,Textile Manufacturing
1781,WELCORP,Welspun Corp Limited,Basic Materials,Steel
1782,WELENT,Welspun Enterprises Limited,Industrials,Engineering & Construction
1783,WELINV,Welspun Investments and Commercials Limited,Financial Services,Capital Markets
1784,WELSPUNIND,Welspun India Limited,Consumer Cyclical,Textile Manufacturing
1785,WENDT,Wendt (India) Limited,Industrials,Tools & Accessories
1786,WESTLIFE,Westlife Development Limited,Consumer Cyclical,Restaurants
1787,WEWIN,We Win Limited,Technology,Information Technology Services
1788,WFL,Wonder Fibromats Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1789,WHEELS,Wheels India Limited,Consumer Cyclical,Auto Parts
1790,WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
1791,WINDLAS,Windlas Biotech Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1792,WINDMACHIN,Windsor Machines Limited,Industrials,Specialty Industrial Machinery
1793,WINPRO,WinPro Industries Limited,Technology,Electronics & Computer Distribution
1794,WIPL,The Western India Plywoods Limited,Basic Materials,Lumber & Wood Production
1795,WIPRO,Wipro Limited,Technology,Information Technology Services
1796,WOCKPHARMA,Wockhardt Limited,Healthcare,Drug Manufacturers—Specialty & Generic
1797,WONDERLA,Wonderla Holidays Limited,Consumer Cyclical,Leisure
1798,WORTH,Worth Peripherals Limited,Consumer Cyclical,Packaging & Containers
1799,WSTCSTPAPR,West Coast Paper Mills Limited,Basic Materials,Paper & Paper Products
1800,XCHANGING,Xchanging Solutions Limited,Technology,Information Technology Services
1801,XELPMOC,Xelpmoc Design and Tech Limited,Technology,Information Technology Services
1802,XPROINDIA,Xpro India Limited,Basic Materials,Specialty Chemicals
1803,YAARI,Yaari Digital Integrated Services Limited,Financial Services,Credit Services
1804,YESBANK,Yes Bank Limited,Financial Services,Banks—Regional
