Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-03,943.5375212098891,1043.5438022597853,926.232065258128,929.7974853515625,15771762,0.0,0.0
2017-02-06,940.0591736223738,945.9726317925486,889.7081568754738,895.0128173828125,2199600,0.0,0.0
2017-02-07,895.7085179629656,900.8827140271521,870.7504156333744,875.5333251953125,1294146,0.0,0.0
2017-02-08,880.9249853679161,899.926159527177,868.4894310369365,889.2733154296875,1187116,0.0,0.0
2017-02-09,891.3604479976293,894.5779993480019,875.8377531341874,878.359619140625,466684,0.0,0.0
2017-02-10,882.4903437892558,890.4908582089552,872.2288386558419,873.9680786132812,420869,0.0,0.0
2017-02-13,877.4465158569863,878.7074753802863,868.3155065244805,871.1852416992188,503861,0.0,0.0
2017-02-14,873.881067820962,886.142687307411,867.8806692176606,873.098388671875,512893,0.0,0.0
2017-02-15,871.3592696373013,878.2292891019264,850.2275135340312,853.7059936523438,444465,0.0,0.0
2017-02-16,854.8364665008247,858.488881144079,835.7048263553332,838.2267456054688,390176,0.0,0.0
2017-02-17,844.4009807779016,850.488320495147,838.3136410606562,841.096435546875,253565,0.0,0.0
2017-02-20,841.0964236979357,849.0969378290863,837.5309500673436,844.5314331054688,199609,0.0,0.0
2017-02-21,847.8794166694779,865.1848741996355,845.0096815669972,855.9234008789062,333947,0.0,0.0
2017-02-22,855.4152313929385,859.4658441323867,846.0945048980456,848.6642456054688,136074,1.666667,0.0
2017-02-23,849.1433996740325,850.8420455661332,840.6066792642114,841.3906860351562,120075,0.0,0.0
2017-02-27,837.9933043645032,843.8731950136304,829.6308144860433,831.1116333007812,206918,0.0,0.0
2017-02-28,831.9392711014291,840.5195887723524,820.5714919577907,824.8834228515625,211552,0.0,0.0
2017-03-01,823.1847143683988,831.024568790955,811.8604802024844,813.6897583007812,242861,0.0,0.0
2017-03-02,817.6097233429638,821.0070150168974,797.051903172903,798.9683227539062,299819,0.0,0.0
2017-03-03,797.05199925253,798.7071011736854,772.2257894397462,775.8843994140625,838830,0.0,0.0
2017-03-06,775.2744942062676,831.6778913971168,775.2744942062676,825.1011352539062,1240425,0.0,0.0
2017-03-07,831.0247045107171,840.4325207207498,815.4320813456952,817.6969604492188,470176,0.0,0.0
2017-03-08,818.7422259241254,821.878146711382,802.2349647552087,804.7611083984375,193077,0.0,0.0
2017-03-09,804.7610988513419,837.122299543969,799.0989813206074,823.1412353515625,738561,0.0,0.0
2017-03-10,827.540247948975,831.8086347053637,812.3831737195734,815.8675537109375,193951,0.0,0.0
2017-03-14,831.8957295155986,836.2512045392406,818.8293044446731,823.1412353515625,227271,0.0,0.0
2017-03-15,824.3607801094485,837.6885769214646,818.9164360416061,823.4896850585938,290746,0.0,0.0
2017-03-16,827.4966838800877,829.5437358086882,821.4425631575849,823.4025268554688,127467,0.0,0.0
2017-03-17,824.2300702952017,835.0316160102715,820.0488250775161,822.2265625,314643,0.0,0.0
2017-03-20,827.5401221522726,827.5401221522726,814.4736991709209,817.391845703125,116056,0.0,0.0
2017-03-21,820.04887554124,824.9269864008236,815.3449411522396,817.7839965820312,211103,0.0,0.0
2017-03-22,818.8293439047476,818.8293439047476,810.989488484383,813.9512329101562,126858,0.0,0.0
2017-03-23,817.2612752850782,820.7456550107298,812.5137972753948,816.7385864257812,130766,0.0,0.0
2017-03-24,818.4809754250983,830.4149895224849,815.345054176008,823.2284545898438,303936,0.0,0.0
2017-03-27,823.7509362105376,825.7979880151282,813.7333445837719,815.1270751953125,131550,0.0,0.0
2017-03-28,817.8711023778001,822.2701214169223,815.5191352856954,818.1759643554688,92227,0.0,0.0
2017-03-29,818.5244780935203,846.7043814562956,816.2160549635277,828.7162475585938,499299,0.0,0.0
2017-03-30,834.552531600388,845.8767662948615,831.9392466708941,842.0875244140625,291000,0.0,0.0
2017-03-31,843.0456596319677,854.5441233006893,840.6501485829597,851.6259765625,276768,0.0,0.0
2017-04-03,857.1573821566287,860.3804439222044,849.4046162746289,851.4517211914062,129583,0.0,0.0
2017-04-05,858.7253662433294,863.2550704858197,851.9308364633014,853.150390625,154857,0.0,0.0
2017-04-06,853.6730810374996,854.4570877870524,843.3070295007913,845.6589965820312,71641,0.0,0.0
2017-04-07,844.9620969192368,874.9277843037514,841.4777171381265,864.0826416015625,258530,0.0,0.0
2017-04-10,866.7394691096688,901.539669581697,866.7394691096688,897.3148803710938,532872,0.0,0.0
2017-04-11,901.5832328508263,915.520751426298,886.8181634764532,909.1182250976562,343038,0.0,0.0
2017-04-12,911.1653602490017,918.8310387009016,892.9594536768676,912.6461791992188,280190,0.0,0.0
2017-04-13,905.9387421849092,914.6496916289949,893.7434129631893,896.8793334960938,141067,0.0,0.0
2017-04-17,892.8724189949828,896.3132018805868,878.06380326531,881.069091796875,146038,0.0,0.0
2017-04-18,887.6457779515629,887.6457779515629,867.9154555358195,869.135009765625,101457,0.0,0.0
2017-04-19,874.5793241346361,883.2902735782081,860.6418050249208,871.3562622070312,129689,0.0,0.0
2017-04-20,876.0602004190638,886.4261984067003,871.1820368065734,880.5899047851562,88934,0.0,0.0
2017-04-21,880.8513454029725,886.4699192378646,873.75189931562,880.1544799804688,90311,0.0,0.0
2017-04-24,880.6770645749837,884.2049887699156,876.0167274883652,879.5881958007812,191329,0.0,0.0
2017-04-25,881.5481915724247,883.5516995561502,871.1385950799574,875.624755859375,91184,0.0,0.0
2017-04-26,879.8059438104136,885.9036087675155,874.1438263502475,879.4139404296875,127199,0.0,0.0
2017-04-27,879.8059459919408,881.5481359840041,875.8424743934808,877.8895263671875,58177,0.0,0.0
2017-04-28,880.6770360703824,884.1614160350526,868.3510206783942,874.9713745117188,60260,0.0,0.0
2017-05-02,876.1472445743644,890.258992664963,872.8370945697582,874.7970581054688,106562,0.0,0.0
2017-05-03,876.4087478674221,879.3704924373012,869.3528989127554,873.4906005859375,85654,0.0,0.0
2017-05-04,874.5792788835008,879.8058482792189,869.3527094877827,872.0966796875,69735,0.0,0.0
2017-05-05,876.3216174372005,880.0237713876062,862.3840966827321,866.82666015625,308258,0.0,0.0
2017-05-08,872.8371271103999,883.2467222438524,872.8371271103999,876.5828247070312,190184,0.0,0.0
2017-05-09,878.9347964507937,878.9347964507937,863.4728612307723,866.4781494140625,54268,0.0,0.0
2017-05-10,876.3214916598344,878.8476882009687,866.7394475164365,868.5687255859375,53253,0.0,0.0
2017-05-11,873.7082205220098,874.361541723796,868.4816509077207,871.0513916015625,180061,0.0,0.0
2017-05-12,871.530576543514,875.2762745348545,851.9309383903615,855.2410888671875,119710,0.0,0.0
2017-05-15,858.2026576756132,872.5757227143821,858.2026576756132,869.3526611328125,64540,0.0,0.0
2017-05-16,873.011512609642,948.9710153328505,872.8808270787562,922.4461059570312,1159346,0.0,0.0
2017-05-17,923.1865180573799,944.7025218958064,921.1829570353299,933.2911987304688,316288,0.0,0.0
2017-05-18,924.7543718353717,947.7512996376638,915.520786690427,941.30517578125,308362,0.0,0.0
2017-05-19,945.137996143065,958.1173318271109,924.2317178873659,934.9462280273438,183626,0.0,0.0
2017-05-22,939.9114340198007,943.3958137566675,928.5871998749839,929.5018920898438,80736,0.0,0.0
2017-05-23,927.7161192853846,935.5559738145569,898.1859792918692,919.0487670898438,184080,0.0,0.0
2017-05-24,921.3570397988672,927.4547041425653,910.9474982031991,919.658447265625,310901,0.0,0.0
2017-05-25,919.6585152309536,924.2317638267031,903.3254845318484,908.2471923828125,128546,0.0,0.0
2017-05-26,903.7610269989311,924.2317586948105,903.7610269989311,918.3518676757812,201438,0.0,0.0
2017-05-29,915.5208441642412,942.5247891395899,914.6497491650364,930.0245971679688,120126,0.0,0.0
2017-05-30,927.2805961838912,936.3834960925327,918.1340989927867,927.6725463867188,59791,0.0,0.0
2017-05-31,927.7160833717664,958.2044053605099,927.6724860921369,952.4552001953125,313440,0.0,0.0
2017-06-01,954.0667879073906,962.7777378083939,941.8714580459858,949.5806274414062,115399,0.0,0.0
2017-06-02,949.4934404642762,970.3997180524805,945.1379659667336,964.4327392578125,210917,0.0,0.0
2017-06-05,966.4798144656469,988.6927349423247,965.1731720846659,985.6875,191065,0.0,0.0
2017-06-06,984.3373831842848,988.5621728097445,959.6418603687096,961.9937744140625,68458,0.0,0.0
2017-06-07,964.3021490005959,971.2709088849724,953.8490091740313,959.467529296875,53691,0.0,0.0
2017-06-08,962.4293287483014,966.0443944127568,946.3140705908297,951.2357788085938,57512,0.0,0.0
2017-06-09,951.2358821481845,986.0796873550777,942.5249308464611,974.4940795898438,292017,0.0,0.0
2017-06-12,973.8406195106078,988.0831079278496,959.0756016915269,967.263916015625,103959,0.0,0.0
2017-06-13,966.9153486188685,979.8946840249522,953.8489249888837,956.8106689453125,67751,0.0,0.0
2017-06-14,965.5216754886272,971.2708809609811,949.9290544286546,953.2392578125,59026,0.0,0.0
2017-06-15,950.4516513774626,962.0372564136132,941.740702127674,943.5264892578125,69348,0.0,0.0
2017-06-16,947.7513493400496,950.8001818057575,932.9427345066114,936.7755737304688,73783,0.0,0.0
2017-06-19,940.8697634933768,973.797199661184,940.8697634933768,966.91552734375,174910,0.0,0.0
2017-06-20,971.0096523606536,974.9295802578687,957.3335020087541,959.3805541992188,68733,0.0,0.0
2017-06-21,962.7775800377814,969.441476887002,959.0754269365277,961.8193969726562,51825,0.0,0.0
2017-06-22,971.8804840941922,973.8840447882395,948.7964705102133,950.4080810546875,106100,0.0,0.0
2017-06-23,954.1104078852235,955.4605413510906,924.275403764634,927.7161865234375,75861,0.0,0.0
2017-06-27,923.3607144379258,927.7161895060293,910.2942892336156,913.1689453125,52110,0.0,0.0
2017-06-28,912.907482970621,941.2180680818283,905.9387235586315,935.5995483398438,73849,0.0,0.0
2017-06-29,944.3105649686751,961.9066412052597,941.2181352250695,957.072021484375,102794,0.0,0.0
2017-06-30,961.6889249921712,966.9154952366939,932.9427886472965,935.1641235351562,283014,0.0,0.0
2017-07-03,936.3401176546804,940.6085047903817,926.8887573551725,934.6414184570312,57394,0.0,0.0
2017-07-04,936.4270732037293,939.3452200253511,926.1046192916594,929.0227661132812,33946,0.0,0.0
2017-07-05,930.3294824257653,932.0280751827746,918.5696996422935,926.4966430664062,57104,0.0,0.0
2017-07-06,926.4965584854424,936.4270620852194,921.3570770637758,923.8397827148438,53534,0.0,0.0
2017-07-07,922.4895445046335,982.5950955630091,916.4354771855849,929.3712158203125,663361,0.0,0.0
2017-07-10,946.8801381663623,963.430940949399,940.7824739831383,945.2250366210938,96727,0.0,0.0
2017-07-11,955.5911683431931,979.7204561311434,947.8384019547547,955.634765625,385112,0.0,0.0
2017-07-12,967.8300652543455,973.0130375578973,946.5753276790423,959.0319213867188,232424,0.0,0.0
2017-07-13,962.6470074150001,986.123080104669,953.936057920095,968.5704956054688,698518,0.0,0.0
2017-07-14,975.5827627611318,1026.4547299446413,965.260308700855,976.236083984375,1279795,0.0,0.0
2017-07-17,978.2396310852665,983.4226035156764,958.2044471894864,959.990234375,154570,0.0,0.0
2017-07-18,960.7305675023899,960.7305675023899,942.524663184994,945.6605834960938,103041,0.0,0.0
2017-07-19,951.4971234640329,975.6264127453157,945.1380873470247,956.9414672851562,197882,0.0,0.0
2017-07-20,950.5386985638017,963.4745427091008,945.5735002397249,948.7965087890625,58168,0.0,0.0
2017-07-21,954.2844800900575,957.2462240702192,936.427034319317,944.3104858398438,90472,0.0,0.0
2017-07-24,947.4899315937258,956.070301892039,942.7861039464227,945.7477416992188,49187,0.0,0.0
2017-07-25,948.0561388596972,952.0631542414037,940.7825175143989,944.6153564453125,46354,0.0,0.0
2017-07-26,945.1380654317834,960.817775273048,940.8261877593708,955.112060546875,66908,0.0,0.0
2017-07-27,958.1172550917493,958.1172550917493,942.5246358745497,945.8348388671875,67085,0.0,0.0
2017-07-28,942.7424478175997,964.302046416339,937.3851929594326,944.2232666015625,93237,0.0,0.0
2017-07-31,945.1379590590774,952.9778130973555,941.6099822079219,944.0054931640625,43625,0.0,0.0
2017-08-01,944.1363439325933,954.7201700038936,940.8262465601288,943.8314819335938,36881,0.0,0.0
2017-08-02,944.2669453206873,948.5353319308937,919.0487885307894,929.6325073242188,86032,0.0,0.0
2017-08-03,932.0716037809386,958.2044524850771,925.1028441265017,931.72314453125,302495,0.0,0.0
2017-08-04,939.9114994242278,948.6224493725525,928.5872644914058,933.2911987304688,82920,0.0,0.0
