Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-08-18,100.2038073357735,100.2038073357735,90.97573435416389,91.58161926269531,558951,0.0,0
2011-08-19,89.48434356977782,97.59385936115825,87.66669568564737,95.86942291259766,89556,0.0,0
2011-08-22,93.86533579202647,97.87349113057569,93.25945796476465,94.75086212158203,369760,0.0,0
2011-08-23,93.25945786133718,113.67306601381432,93.25945786133718,94.51782989501953,323799,0.0,0
2011-08-24,96.75495248394418,97.78029253179493,94.56444456296408,95.77621459960938,16830,0.0,0
2011-08-25,96.24227813949015,96.24227813949015,92.32734085641282,93.44589233398438,11800,0.0,0
2011-08-26,92.51376458377747,95.07711826242118,89.48434659992581,92.00109100341797,53691,0.0,0
2011-08-29,89.57754808110232,94.93728699519859,89.57754808110232,92.09429931640625,49509,0.0,0
2011-08-30,94.14497700799096,94.42461839818964,90.78931588348667,91.44180297851562,41285,0.0,0
2011-09-02,90.64950537805112,93.21285900056671,89.48434464054404,89.95040893554688,65811,0.0,0
2011-09-05,90.50968912832892,91.20878560529064,85.75583450730463,89.81059265136719,77469,0.0,0
2011-09-06,85.8490478117107,92.00109552017237,85.8490478117107,90.23005676269531,40796,0.0,0
2011-09-07,88.83185699630627,93.30606993741944,87.80650986353132,88.55221557617188,1610232,0.0,0
2011-09-08,88.78524494524818,90.9757456291936,88.7386356728248,89.57755279541016,54188,0.0,0
2011-09-09,89.76398417643638,92.18751703722276,87.80650848928524,88.36579132080078,86573,0.0,0
2011-09-12,87.15401713351118,87.99293422876931,84.91690725001489,85.66261291503906,44658,0.0,0
2011-09-13,83.93816827867508,88.17934838402184,83.28567410830017,84.03137969970703,89332,0.0,0
2011-09-14,85.61600829552386,85.61600829552386,81.04857685015558,82.44676971435547,61026,0.0,0
2011-09-15,84.54405549274144,84.82369689857609,79.27753494599203,80.44269561767578,192753,0.0,0
2011-09-16,82.58659794259272,83.89157949031305,80.76894989826685,81.980712890625,253361,0.0,0
2011-09-19,83.51871819574023,85.56940531045095,81.6078588999963,83.89157104492188,184001,0.0,0
2011-09-20,82.91284472162681,84.35764704605211,81.18840805515562,81.88750457763672,400972,0.0,0
2011-09-21,82.72640663742371,88.08614565900326,82.72640663742371,85.66261291503906,1849815,0.0,0
2011-09-22,84.63727209161819,87.62008049798287,82.95943791830292,83.56532287597656,110003,0.0,0
2011-09-23,83.05264518329719,85.28975493168946,79.51056126728729,84.17120361328125,84947,0.0,0
2011-09-26,83.75174895019116,85.52279462078427,81.14179327230657,83.70514678955078,29137,0.0,0
2011-09-27,85.75583767584524,86.40832490048703,84.59067683785821,85.2431640625,20957,0.0,0
2011-09-28,85.66261848375022,85.70922064610855,82.63320057896607,85.01012420654297,36451,0.0,0
2011-09-29,85.14993412815431,85.14993412815431,81.28159956369959,83.93817138671875,51849,0.0,0
2011-09-30,82.16713402077345,87.06080896282569,82.16713402077345,85.80243682861328,121860,0.0,0
2011-10-03,83.89155619758576,84.45083181658792,80.72231820780634,82.2137222290039,49743,0.0,0
2011-10-04,81.09519092548322,83.14587106977265,79.27754293902564,82.07392883300781,44168,0.0,0
2011-10-05,82.12052528908798,82.72641027964862,79.32413958949422,80.11644744873047,87117,0.0,0
2011-10-07,83.37890301633453,83.89157660689638,80.3494849721966,81.37483215332031,20029,0.0,0
2011-10-10,82.02731436753321,84.68387937643914,80.67573078224429,81.51464080810547,1019491,0.0,0
2011-10-11,83.84497105691557,86.12869056631656,82.67981021892854,85.2431640625,23393,0.0,0
2011-10-12,86.54813296742249,100.57667025002345,85.33637014005856,95.54317474365234,625088,0.0,0
2011-10-13,96.24226925310711,109.52510060280954,92.42054376077112,101.74182891845703,1352243,0.0,0
2011-10-14,100.94953090940541,100.94953090940541,94.23820067693408,94.84408569335938,216429,0.0,0
2011-10-17,97.36081835933082,99.73774886379944,95.26352924770886,96.38208770751953,118638,0.0,0
2011-10-18,93.44588280663486,96.42869118376233,90.46307442950739,92.09429931640625,64297,0.0,0
