Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-05-09,153.8297558178,161.52124360868999,146.3305522876125,151.714599609375,3454392,0.0,0
2014-05-12,153.63746959776276,157.33898924771395,151.42616395201287,153.9259033203125,365222,0.0,0
2014-05-13,153.87782368587676,161.6173858642578,152.9163877549064,161.6173858642578,498789,0.0,0
2014-05-14,168.15513236698018,169.69343566894534,162.48266644788532,169.6934356689453,262239,0.0,0
2014-05-15,174.98134618387317,178.15408781248564,169.2127303756136,171.37596130371094,769972,0.0,0
2014-05-16,177.57719778873422,179.6923537154671,162.8191663576178,164.11709594726562,368799,0.0,0
2014-05-19,164.4055513449552,167.7705772496765,156.71406356273508,160.36752319335938,575598,0.0,0
2014-05-20,158.7811286877101,168.34742736816403,156.7140474272079,168.34742736816406,396483,0.0,0
2014-05-21,176.6157855672525,176.76000976562503,168.587803983038,176.760009765625,239704,0.0,0
2014-05-22,181.13450171805485,185.55711233617473,180.74993326010804,185.41290283203125,302617,0.0,0
2014-05-23,198.24806570259605,199.9305784092603,183.63424398449607,186.23011779785156,1066598,0.0,0
2014-05-26,187.47998922242283,198.92106987606277,176.90419495859385,186.3743438720703,902637,0.0,0
2014-05-27,187.09542584739057,214.40019864014974,179.7885073798565,207.3817138671875,2749751,0.0,0
2014-05-28,208.43930591198333,217.2845132518843,200.6035945301161,201.80538940429688,1248363,0.0,0
2014-05-29,206.22801334878446,212.8619156023542,197.71929923758333,204.4012908935547,969082,0.0,0
2014-05-30,206.51642371813395,208.39122069341713,194.69075981737933,196.0848388671875,471776,0.0,0
2014-06-02,196.950151272519,196.99821133155558,188.4414376336757,193.29669189453125,464566,0.0,0
2014-06-03,195.6041209417125,201.56502028353324,192.43137969950803,196.0848388671875,309009,0.0,0
2014-06-04,197.04629643398533,198.72880935857228,190.50852899294918,192.33526611328125,226793,0.0,0
2014-06-05,193.24860947335392,195.12340648193646,190.84501980328733,192.5756072998047,296875,0.0,0
2014-06-06,195.79641028436956,210.5544568494935,192.2871752050169,204.64163208007812,1463552,0.0,0
2014-06-09,206.17993863355542,213.919501043584,204.78585942599278,207.8143768310547,615591,0.0,0
2014-06-10,208.6315800587096,209.49686645809544,202.38224701547637,205.651123046875,359634,0.0,0
2014-06-11,207.0932841814856,211.51589512960723,196.42135463851838,201.5169677734375,506516,0.0,0
2014-06-12,201.42083547346977,207.57401980595182,198.24809384220458,202.1899871826172,275639,0.0,0
2014-06-13,204.20899205654564,206.6125819567891,194.49849766177113,196.2771453857422,259361,0.0,0
2014-06-16,197.71928091111982,197.71928091111982,186.9031273673967,190.74887084960938,249029,0.0,0
2014-06-17,193.63320212940886,198.2480978062206,191.32576162617747,196.32522583007812,227130,0.0,0
2014-06-18,197.0943551905015,200.6997397366692,192.38332525164793,196.13291931152344,212023,0.0,0
2014-06-19,197.0943460429275,198.68070930147584,192.33524159693587,194.354248046875,125214,0.0,0
2014-06-20,194.2100315111566,195.8444694363397,192.28715991203623,194.16195678710938,125540,0.0,0
2014-06-23,194.78690590861234,195.7483417429681,192.28716687114877,194.354248046875,81191,0.0,0
2014-06-24,195.17147627763694,199.40178812191994,194.0658309254836,194.49847412109375,103816,0.0,0
2014-06-25,195.55604790999502,197.09435115298638,192.8640392402806,193.87353515625,56455,0.0,0
2014-06-26,194.8830578269899,197.0943633745298,192.47946802973954,193.05633544921875,92395,0.0,0
2014-06-27,194.06584157229847,195.12341225621617,190.4604569605046,191.71031188964844,60656,0.0,0
2014-06-30,193.10440164367083,208.63158517943953,192.47945952180055,205.17041015625,813777,0.0,0
2014-07-01,206.66063231341212,209.9775830504468,204.30511742307428,205.5069122314453,240257,0.0,0
2014-07-02,207.14139003484598,208.63161881761314,203.92058813180688,204.93008422851562,172607,0.0,0
2014-07-03,206.08376918205403,219.11121250947468,204.3051070875067,212.09274291992188,1115916,0.0,0
2014-07-04,214.01563379383137,233.05205257385498,212.092762024508,229.68702697753906,1626900,0.0,0
2014-07-07,231.22533004362222,244.01243023166333,229.06209930516837,235.84022521972656,1084776,0.0,0
2014-07-08,236.41709167360278,236.41709167360278,211.61205616882015,214.59249877929688,422100,0.0,0
2014-07-09,215.65008008711618,216.8038002586358,204.7858512420817,207.47787475585938,290532,0.0,0
2014-07-10,206.90100133846047,224.01456317611283,200.94010173307976,212.66961669921875,366424,0.0,0
2014-07-11,214.20788802687716,218.24591524267254,204.78581474312443,206.90097045898438,200754,0.0,0
2014-07-14,209.06422731382503,213.19840449515107,204.78584061991964,207.91050720214844,119479,0.0,0
2014-07-15,209.593017463307,216.323068482771,209.1122995333453,214.8328399658203,160929,0.0,0
2014-07-16,216.41920984253986,221.03409006129215,215.36162456804038,216.46726989746094,148874,0.0,0
2014-07-17,217.90942439711418,224.0626224942597,215.55390955421515,222.2358856201172,207587,0.0,0
2014-07-18,220.1688099718745,228.19680519924972,218.43822250527512,220.84181213378906,216471,0.0,0
2014-07-21,222.5243389421692,224.92792872264272,219.78425539463805,220.69761657714844,65878,0.0,0
2014-07-22,222.57242070274813,224.83180103590453,216.082728090465,218.00559997558594,120208,0.0,0
2014-07-23,219.20740007574688,220.69762875594557,209.11232244067958,213.19842529296875,192323,0.0,0
2014-07-24,214.25601382386387,219.20740324839647,212.95806938385886,216.3711700439453,102551,0.0,0
2014-07-25,214.73669451870026,218.1497799156648,210.07372496148534,211.46780395507812,125414,0.0,0
2014-07-28,212.7657615363379,213.72719740891932,209.11230228645906,210.79481506347656,65047,0.0,0
2014-07-30,211.46782369714282,214.35213140295613,209.1123086714648,211.9004669189453,77840,0.0,0
2014-07-31,213.15033637918086,213.43877008363367,209.11230852788435,209.92953491210938,56986,0.0,0
2014-08-01,208.6315886089582,219.11123396587746,205.31463771491292,208.34315490722656,234291,0.0,0
2014-08-04,209.83339309285967,215.79429296371893,209.59303410878994,210.65061950683594,100583,0.0,0
2014-08-05,212.18889525993865,213.43876483493338,207.76629902502677,208.9680938720703,99935,0.0,0
2014-08-06,209.30458131917385,216.13078171279733,209.11229708351127,215.0731964111328,250454,0.0,0
2014-08-07,213.53491182762573,221.03409985039355,213.43876237283246,217.33258056640625,162282,0.0,0
2014-08-08,214.88093813217344,225.64901800383234,206.03573019010895,221.85134887695312,1139867,0.0,0
2014-08-11,225.93746113988635,234.20581664974102,224.39915766398573,227.5718994140625,610901,0.0,0
2014-08-12,229.15823383573272,242.76254483665838,229.15823383573272,239.63787841796875,995595,0.0,0
2014-08-13,239.5898233534625,255.40544097489015,236.9939493574504,250.55020141601562,974798,0.0,0
2014-08-14,254.0594929605975,287.277098941587,254.0594929605975,275.980224609375,2423521,0.0,0
2014-08-18,275.8359542145935,283.04672347433734,271.12492416636667,278.8644714355469,728765,0.0,0
2014-08-19,280.162421913104,282.3737421389933,271.60564807207004,273.1439514160156,344070,0.0,0
2014-08-20,273.5285507189337,299.8718920905083,272.7594136306961,286.267578125,1358113,0.0,0
2014-08-21,287.08477072770006,302.85231390074244,283.62359555783814,299.8718566894531,999735,0.0,0
2014-08-22,302.2754579608156,304.4867782586389,293.76674390283443,299.4392395019531,691512,0.0,0
2014-08-25,300.25643659303154,336.31028485543675,299.53535962778346,325.39801025390625,2144539,0.0,0
2014-08-26,328.33035433636314,341.7904567103282,311.50522636890673,314.1972351074219,2115101,0.0,0
2014-08-27,316.50475029550245,327.8496836230103,314.48572878041745,320.8792724609375,793080,0.0,0
2014-08-28,322.0810537742793,329.77254162560536,299.5834576772901,308.95745849609375,785241,0.0,0
2014-09-01,311.31291655564365,316.6969631848533,302.37157488514265,306.5057373046875,517362,0.0,0
2014-09-02,307.6113918574439,311.40904561254945,299.3430382192101,300.833251953125,469203,0.0,0
2014-09-03,302.227349058363,309.29390804388066,296.1222258711283,298.76617431640625,569020,0.0,0
2014-09-04,298.04510469449775,302.85228380247355,291.3150539433317,295.6895751953125,382194,0.0,0
2014-09-05,296.2183834475244,307.65946389290315,295.68957613954274,303.2849426269531,585230,0.0,0
2014-09-08,305.2558811983936,310.2553593354006,302.8522915826582,307.27490234375,417490,0.0,0
2014-09-09,309.10163065308393,309.5823485856704,300.92942579911437,303.1407165527344,281171,0.0,0
